Year,REGION,HA_NAME,HSDA_NAME,agegrp,SEX,DISEASE,INC_CRUDE_RATE,INC_CRUDE_RATE_LOWER,INC_CRUDE_RATE_UPPER,PRE_CRUDE_RATE,PRE_CRUDE_RATE_LOWER,PRE_CRUDE_RATE_UPPER,age_min,age_max
2016,HA-3,Vancouver Coastal,,1-19,M,Asthma 1+,989.1,924.0,1057.6,13.9,13.6,14.1,1.0,19.0
2016,HA-3,Vancouver Coastal,,1-19,T,Asthma 1+,853.5,810.5,898.2,11.7,11.5,11.8,1.0,19.0
2016,HA-3,Vancouver Coastal,,1-19,T,"Asthma, Episodic 1+",,,,4.0,3.9,4.1,1.0,19.0
2016,HA-3,Vancouver Coastal,,20-34,F,Asthma 1+,446.9,409.3,487.0,10.5,10.3,10.7,20.0,34.0
2016,HA-3,Vancouver Coastal,,20-34,F,"Asthma, Episodic 1+",,,,2.9,2.8,3.0,20.0,34.0
2016,HA-3,Vancouver Coastal,,20-34,M,Asthma 1+,343.1,309.7,379.2,12.2,12.0,12.4,20.0,34.0
2016,HA-3,Vancouver Coastal,,20-34,M,"Asthma, Episodic 1+",,,,2.3,2.3,2.4,20.0,34.0
2016,HA-3,Vancouver Coastal,,20-34,T,"Asthma, Episodic 1+",,,,2.6,2.6,2.7,20.0,34.0
2016,HA-3,Vancouver Coastal,,20-34,T,Asthma 1+,396.0,370.6,422.7,11.4,11.2,11.5,20.0,34.0
2016,HA-3,Vancouver Coastal,,35-49,F,Asthma 1+,527.3,486.4,570.8,10.3,10.1,10.5,35.0,49.0
2016,HA-3,Vancouver Coastal,,35-49,F,"Asthma, Episodic 1+",,,,4.4,4.3,4.6,35.0,49.0
2016,HA-3,Vancouver Coastal,,35-49,M,Asthma 1+,400.5,364.2,439.4,7.9,7.8,8.1,35.0,49.0
2016,HA-3,Vancouver Coastal,,35-49,M,"Asthma, Episodic 1+",,,,3.4,3.3,3.5,35.0,49.0
2016,HA-3,Vancouver Coastal,,35-49,T,Asthma 1+,465.2,437.6,494.0,9.2,9.0,9.3,35.0,49.0
2016,HA-3,Vancouver Coastal,,35-49,T,"Asthma, Episodic 1+",,,,3.9,3.9,4.0,35.0,49.0
2016,HA-3,Vancouver Coastal,,50-64,F,"Asthma, Episodic 1+",,,,5.7,5.6,5.9,50.0,64.0
2016,HA-3,Vancouver Coastal,,50-64,F,Asthma 1+,498.8,458.3,541.9,12.1,11.9,12.3,50.0,64.0
2016,HA-3,Vancouver Coastal,,50-64,M,Asthma 1+,446.3,408.0,487.2,8.9,8.7,9.1,50.0,64.0
2016,HA-3,Vancouver Coastal,,50-64,M,"Asthma, Episodic 1+",,,,4.4,4.3,4.6,50.0,64.0
2016,HA-3,Vancouver Coastal,,50-64,T,Asthma 1+,472.6,444.5,501.9,10.5,10.4,10.7,50.0,64.0
2016,HA-3,Vancouver Coastal,,50-64,T,"Asthma, Episodic 1+",,,,5.1,5.0,5.2,50.0,64.0
2016,HA-3,Vancouver Coastal,,65-79,F,Asthma 1+,610.0,550.8,673.7,14.0,13.7,14.2,65.0,79.0
2016,HA-3,Vancouver Coastal,,65-79,F,"Asthma, Episodic 1+",,,,7.6,7.4,7.8,65.0,79.0
2016,HA-3,Vancouver Coastal,,65-79,M,"Asthma, Episodic 1+",,,,5.6,5.5,5.8,65.0,79.0
2016,HA-3,Vancouver Coastal,,65-79,M,Asthma 1+,547.1,490.0,609.1,10.3,10.0,10.5,65.0,79.0
2016,HA-3,Vancouver Coastal,,65-79,T,Asthma 1+,579.2,537.7,623.0,12.2,12.0,12.4,65.0,79.0
2016,HA-3,Vancouver Coastal,,65-79,T,"Asthma, Episodic 1+",,,,6.7,6.5,6.8,65.0,79.0
2016,HA-3,Vancouver Coastal,,80+,F,"Asthma, Episodic 1+",,,,7.8,7.5,8.1,80.0,
2016,HA-3,Vancouver Coastal,,80+,F,Asthma 1+,568.5,483.6,664.1,15.3,14.9,15.7,80.0,
2016,HA-3,Vancouver Coastal,,80+,M,Asthma 1+,545.2,446.8,658.8,13.3,12.9,13.8,80.0,
2016,HA-3,Vancouver Coastal,,80+,M,"Asthma, Episodic 1+",,,,7.3,7.0,7.7,80.0,
2016,HA-3,Vancouver Coastal,,80+,T,"Asthma, Episodic 1+",,,,7.6,7.4,7.8,80.0,
2016,HA-3,Vancouver Coastal,,80+,T,Asthma 1+,558.7,493.6,630.1,14.5,14.2,14.8,80.0,
2016,HA-3,Vancouver Coastal,,Total,F,Asthma 1+,546.8,526.9,567.2,11.3,11.2,11.4,,
2016,HA-3,Vancouver Coastal,,Total,F,"Asthma, Episodic 1+",,,,4.8,4.7,4.8,,
2016,HA-3,Vancouver Coastal,,Total,M,Asthma 1+,522.9,503.1,543.3,10.7,10.6,10.8,,
2016,HA-3,Vancouver Coastal,,Total,M,"Asthma, Episodic 1+",,,,4.1,4.0,4.1,,
2016,HA-3,Vancouver Coastal,,Total,T,Asthma 1+,535.1,521.0,549.4,11.0,10.9,11.1,,
2016,HA-3,Vancouver Coastal,,Total,T,"Asthma, Episodic 1+",,,,4.4,4.4,4.5,,
2016,HA-4,Vancouver Island,,1-19,F,"Asthma, Episodic 1+",,,,4.3,4.2,4.5,1.0,19.0
2016,HA-4,Vancouver Island,,1-19,F,Asthma 1+,1041.1,961.2,1126.0,11.2,11.0,11.5,1.0,19.0
2016,HA-4,Vancouver Island,,1-19,M,"Asthma, Episodic 1+",,,,5.2,5.0,5.4,1.0,19.0
2016,HA-4,Vancouver Island,,1-19,M,Asthma 1+,1055.9,975.0,1141.7,15.1,14.8,15.4,1.0,19.0
2016,HA-4,Vancouver Island,,1-19,T,"Asthma, Episodic 1+",,,,4.8,4.7,4.9,1.0,19.0
2016,HA-4,Vancouver Island,,1-19,T,Asthma 1+,1048.5,991.3,1108.1,13.2,13.0,13.4,1.0,19.0
2016,HA-4,Vancouver Island,,20-34,F,"Asthma, Episodic 1+",,,,4.7,4.5,4.8,20.0,34.0
2016,HA-4,Vancouver Island,,20-34,F,Asthma 1+,486.4,431.2,546.7,16.5,16.2,16.8,20.0,34.0
2016,HA-4,Vancouver Island,,20-34,M,"Asthma, Episodic 1+",,,,3.2,3.1,3.3,20.0,34.0
2016,HA-4,Vancouver Island,,20-34,M,Asthma 1+,269.0,227.6,315.6,17.1,16.8,17.5,20.0,34.0
2016,HA-4,Vancouver Island,,20-34,T,"Asthma, Episodic 1+",,,,4.0,3.8,4.1,20.0,34.0
2016,HA-4,Vancouver Island,,20-34,T,Asthma 1+,379.6,344.6,417.2,16.8,16.6,17.0,20.0,34.0
2016,HA-4,Vancouver Island,,35-49,F,Asthma 1+,587.0,528.0,650.8,14.8,14.5,15.1,35.0,49.0
2016,HA-4,Vancouver Island,,35-49,F,"Asthma, Episodic 1+",,,,6.8,6.6,7.0,35.0,49.0
2016,HA-4,Vancouver Island,,35-49,M,"Asthma, Episodic 1+",,,,4.3,4.2,4.5,35.0,49.0
2016,HA-4,Vancouver Island,,35-49,M,Asthma 1+,375.6,328.8,427.2,9.6,9.3,9.8,35.0,49.0
2016,HA-4,Vancouver Island,,35-49,T,"Asthma, Episodic 1+",,,,5.6,5.5,5.7,35.0,49.0
2016,HA-4,Vancouver Island,,35-49,T,Asthma 1+,481.1,443.1,521.4,12.3,12.1,12.5,35.0,49.0
2016,HA-4,Vancouver Island,,50-64,F,"Asthma, Episodic 1+",,,,7.5,7.4,7.7,50.0,64.0
2016,HA-4,Vancouver Island,,50-64,F,Asthma 1+,564.8,515.3,617.8,13.9,13.7,14.2,50.0,64.0
2016,HA-4,Vancouver Island,,50-64,M,"Asthma, Episodic 1+",,,,4.7,4.6,4.9,50.0,64.0
2016,HA-4,Vancouver Island,,50-64,M,Asthma 1+,427.6,383.9,474.9,8.7,8.5,8.9,50.0,64.0
2016,HA-4,Vancouver Island,,50-64,T,"Asthma, Episodic 1+",,,,6.2,6.1,6.3,50.0,64.0
2016,HA-4,Vancouver Island,,50-64,T,Asthma 1+,497.5,464.1,532.6,11.4,11.3,11.6,50.0,64.0
2016,HA-4,Vancouver Island,,65-79,F,Asthma 1+,623.4,561.9,689.8,14.4,14.2,14.7,65.0,79.0
2016,HA-4,Vancouver Island,,65-79,F,"Asthma, Episodic 1+",,,,8.7,8.5,8.9,65.0,79.0
2016,HA-4,Vancouver Island,,65-79,M,"Asthma, Episodic 1+",,,,5.8,5.6,6.0,65.0,79.0
2016,HA-4,Vancouver Island,,65-79,M,Asthma 1+,480.0,426.4,538.6,9.4,9.2,9.6,65.0,79.0
2016,HA-4,Vancouver Island,,65-79,T,Asthma 1+,551.5,510.4,595.1,12.0,11.8,12.2,65.0,79.0
2016,HA-4,Vancouver Island,,65-79,T,"Asthma, Episodic 1+",,,,7.3,7.1,7.4,65.0,79.0
2016,HA-4,Vancouver Island,,80+,F,"Asthma, Episodic 1+",,,,8.6,8.3,9.0,80.0,
2016,HA-4,Vancouver Island,,80+,F,Asthma 1+,446.1,364.2,541.1,14.9,14.4,15.4,80.0,
2016,HA-4,Vancouver Island,,80+,M,Asthma 1+,516.4,414.1,636.2,12.4,11.9,12.9,80.0,
2016,HA-4,Vancouver Island,,80+,M,"Asthma, Episodic 1+",,,,7.8,7.5,8.2,80.0,
2016,HA-4,Vancouver Island,,80+,T,"Asthma, Episodic 1+",,,,8.3,8.0,8.6,80.0,
2016,HA-4,Vancouver Island,,80+,T,Asthma 1+,475.8,410.7,548.3,13.8,13.5,14.2,80.0,
2016,HA-4,Vancouver Island,,Total,F,"Asthma, Episodic 1+",,,,6.7,6.6,6.7,,
2016,HA-4,Vancouver Island,,Total,F,Asthma 1+,640.4,614.1,667.6,14.2,14.1,14.4,,
2016,HA-4,Vancouver Island,,Total,M,"Asthma, Episodic 1+",,,,4.8,4.8,4.9,,
2016,HA-4,Vancouver Island,,Total,M,Asthma 1+,517.0,493.0,541.9,11.8,11.7,11.9,,
2016,HA-4,Vancouver Island,,Total,T,Asthma 1+,579.7,561.8,598.0,13.1,13.0,13.1,,
2016,HA-4,Vancouver Island,,Total,T,"Asthma, Episodic 1+",,,,5.8,5.7,5.8,,
2016,HA-5,Northern,,1-19,F,"Asthma, Episodic 1+",,,,3.9,3.7,4.2,1.0,19.0
2016,HA-5,Northern,,1-19,F,Asthma 1+,788.2,689.8,896.6,10.2,9.8,10.5,1.0,19.0
2016,HA-5,Northern,,1-19,M,Asthma 1+,980.2,871.0,1099.3,14.0,13.6,14.4,1.0,19.0
2016,HA-5,Northern,,1-19,M,"Asthma, Episodic 1+",,,,4.9,4.7,5.2,1.0,19.0
2016,HA-5,Northern,,1-19,T,"Asthma, Episodic 1+",,,,4.4,4.3,4.6,1.0,19.0
2016,HA-5,Northern,,1-19,T,Asthma 1+,884.9,810.7,964.1,12.1,11.9,12.4,1.0,19.0
2016,HA-5,Northern,,20-34,F,"Asthma, Episodic 1+",,,,5.1,4.8,5.3,20.0,34.0
2016,HA-5,Northern,,20-34,F,Asthma 1+,528.1,440.9,627.5,16.5,16.0,16.9,20.0,34.0
2016,HA-5,Northern,,20-34,M,"Asthma, Episodic 1+",,,,3.3,3.1,3.6,20.0,34.0
2016,HA-5,Northern,,20-34,M,Asthma 1+,273.4,213.9,344.3,16.3,15.9,16.8,20.0,34.0
2016,HA-5,Northern,,20-34,T,Asthma 1+,396.0,343.1,454.7,16.4,16.1,16.7,20.0,34.0
2016,HA-5,Northern,,20-34,T,"Asthma, Episodic 1+",,,,4.2,4.0,4.3,20.0,34.0
2016,HA-5,Northern,,35-49,F,"Asthma, Episodic 1+",,,,6.8,6.5,7.1,35.0,49.0
2016,HA-5,Northern,,35-49,F,Asthma 1+,494.2,409.0,591.8,14.5,14.1,15.0,35.0,49.0
2016,HA-5,Northern,,35-49,M,"Asthma, Episodic 1+",,,,4.0,3.8,4.2,35.0,49.0
2016,HA-5,Northern,,35-49,M,Asthma 1+,350.8,282.8,430.2,8.4,8.1,8.8,35.0,49.0
2016,HA-5,Northern,,35-49,T,"Asthma, Episodic 1+",,,,5.4,5.2,5.6,35.0,49.0
2016,HA-5,Northern,,35-49,T,Asthma 1+,419.1,364.3,479.8,11.4,11.2,11.7,35.0,49.0
2016,HA-5,Northern,,50-64,F,"Asthma, Episodic 1+",,,,7.8,7.5,8.1,50.0,64.0
2016,HA-5,Northern,,50-64,F,Asthma 1+,478.7,398.5,570.4,14.2,13.8,14.7,50.0,64.0
2016,HA-5,Northern,,50-64,M,"Asthma, Episodic 1+",,,,4.4,4.2,4.6,50.0,64.0
2016,HA-5,Northern,,50-64,M,Asthma 1+,399.5,331.2,477.7,8.2,7.8,8.5,50.0,64.0
2016,HA-5,Northern,,50-64,T,"Asthma, Episodic 1+",,,,6.1,5.9,6.3,50.0,64.0
2016,HA-5,Northern,,50-64,T,Asthma 1+,436.3,383.4,494.5,11.1,10.8,11.3,50.0,64.0
2016,HA-5,Northern,,65-79,F,"Asthma, Episodic 1+",,,,9.6,9.1,10.1,65.0,79.0
2016,HA-5,Northern,,65-79,F,Asthma 1+,606.7,480.3,756.1,15.2,14.6,15.8,65.0,79.0
2016,HA-5,Northern,,65-79,M,Asthma 1+,431.6,331.7,552.2,9.7,9.3,10.2,65.0,79.0
2016,HA-5,Northern,,65-79,M,"Asthma, Episodic 1+",,,,6.3,5.9,6.7,65.0,79.0
2016,HA-5,Northern,,65-79,T,"Asthma, Episodic 1+",,,,7.9,7.6,8.2,65.0,79.0
2016,HA-5,Northern,,65-79,T,Asthma 1+,514.0,432.9,605.8,12.4,12.0,12.8,65.0,79.0
2016,HA-5,Northern,,80+,F,"Asthma, Episodic 1+",,,,9.1,8.3,10.0,80.0,
2016,HA-5,Northern,,80+,F,Asthma 1+,332.7,177.1,568.8,14.9,13.8,16.1,80.0,
2016,HA-5,Northern,,80+,M,"Asthma, Episodic 1+",,,,8.9,7.9,9.9,80.0,
2016,HA-5,Northern,,80+,M,Asthma 1+,472.0,264.2,778.5,12.6,11.5,13.8,80.0,
2016,HA-5,Northern,,80+,T,"Asthma, Episodic 1+",,,,9.0,8.4,9.7,80.0,
2016,HA-5,Northern,,80+,T,Asthma 1+,394.6,262.2,570.3,13.9,13.1,14.7,80.0,
2016,HA-5,Northern,,Total,F,"Asthma, Episodic 1+",,,,6.4,6.2,6.5,,
2016,HA-5,Northern,,Total,F,Asthma 1+,576.0,534.0,620.5,13.9,13.8,14.1,,
2016,HA-5,Northern,,Total,M,"Asthma, Episodic 1+",,,,4.5,4.4,4.7,,
2016,HA-5,Northern,,Total,M,Asthma 1+,502.5,464.7,542.5,11.6,11.4,11.8,,
2016,HA-5,Northern,,Total,T,"Asthma, Episodic 1+",,,,5.4,5.3,5.5,,
2016,HA-5,Northern,,Total,T,Asthma 1+,537.8,509.5,567.3,12.7,12.6,12.9,,
2016,HSDA-11,Interior,East Kootenay,1-19,F,Asthma 1+,880.1,677.8,1123.9,7.7,7.1,8.3,1.0,19.0
2016,HSDA-11,Interior,East Kootenay,1-19,F,"Asthma, Episodic 1+",,,,3.7,3.3,4.1,1.0,19.0
2016,HSDA-11,Interior,East Kootenay,1-19,M,Asthma 1+,1105.0,876.2,1375.2,12.0,11.3,12.8,1.0,19.0
2016,HSDA-11,Interior,East Kootenay,1-19,M,"Asthma, Episodic 1+",,,,5.1,4.6,5.6,1.0,19.0
2016,HSDA-11,Interior,East Kootenay,1-19,T,"Asthma, Episodic 1+",,,,4.4,4.1,4.7,1.0,19.0
2016,HSDA-11,Interior,East Kootenay,1-19,T,Asthma 1+,992.3,836.8,1168.2,9.9,9.4,10.4,1.0,19.0
2016,HSDA-11,Interior,East Kootenay,20-34,F,"Asthma, Episodic 1+",,,,4.4,3.9,4.9,20.0,34.0
2016,HSDA-11,Interior,East Kootenay,20-34,F,Asthma 1+,437.7,285.9,641.3,12.3,11.4,13.1,20.0,34.0
2016,HSDA-11,Interior,East Kootenay,20-34,M,Asthma 1+,249.5,139.6,411.5,12.4,11.6,13.3,20.0,34.0
2016,HSDA-11,Interior,East Kootenay,20-34,M,"Asthma, Episodic 1+",,,,3.2,2.8,3.6,20.0,34.0
2016,HSDA-11,Interior,East Kootenay,20-34,T,Asthma 1+,343.0,246.2,465.4,12.3,11.8,13.0,20.0,34.0
2016,HSDA-11,Interior,East Kootenay,20-34,T,"Asthma, Episodic 1+",,,,3.8,3.4,4.1,20.0,34.0
2016,HSDA-11,Interior,East Kootenay,35-49,F,Asthma 1+,483.1,330.4,682.0,11.5,10.7,12.3,35.0,49.0
2016,HSDA-11,Interior,East Kootenay,35-49,F,"Asthma, Episodic 1+",,,,5.7,5.2,6.3,35.0,49.0
2016,HSDA-11,Interior,East Kootenay,35-49,M,Asthma 1+,540.7,382.6,742.1,8.0,7.3,8.6,35.0,49.0
2016,HSDA-11,Interior,East Kootenay,35-49,M,"Asthma, Episodic 1+",,,,4.5,4.0,5.0,35.0,49.0
2016,HSDA-11,Interior,East Kootenay,35-49,T,Asthma 1+,512.7,399.7,647.8,9.7,9.2,10.2,35.0,49.0
2016,HSDA-11,Interior,East Kootenay,35-49,T,"Asthma, Episodic 1+",,,,5.1,4.7,5.4,35.0,49.0
2016,HSDA-11,Interior,East Kootenay,50-64,F,"Asthma, Episodic 1+",,,,6.7,6.2,7.3,50.0,64.0
2016,HSDA-11,Interior,East Kootenay,50-64,F,Asthma 1+,467.7,334.1,636.8,11.4,10.7,12.1,50.0,64.0
2016,HSDA-11,Interior,East Kootenay,50-64,M,Asthma 1+,408.1,285.8,564.9,7.0,6.5,7.5,50.0,64.0
2016,HSDA-11,Interior,East Kootenay,50-64,M,"Asthma, Episodic 1+",,,,4.1,3.7,4.5,50.0,64.0
2016,HSDA-11,Interior,East Kootenay,50-64,T,"Asthma, Episodic 1+",,,,5.4,5.1,5.8,50.0,64.0
2016,HSDA-11,Interior,East Kootenay,50-64,T,Asthma 1+,437.4,344.6,547.5,9.2,8.8,9.6,50.0,64.0
2016,HSDA-11,Interior,East Kootenay,65-79,F,Asthma 1+,542.6,366.1,774.6,12.6,11.7,13.5,65.0,79.0
2016,HSDA-11,Interior,East Kootenay,65-79,F,"Asthma, Episodic 1+",,,,8.1,7.4,8.9,65.0,79.0
2016,HSDA-11,Interior,East Kootenay,65-79,M,Asthma 1+,485.2,324.9,696.8,7.8,7.2,8.6,65.0,79.0
2016,HSDA-11,Interior,East Kootenay,65-79,M,"Asthma, Episodic 1+",,,,5.3,4.8,5.9,65.0,79.0
2016,HSDA-11,Interior,East Kootenay,65-79,T,"Asthma, Episodic 1+",,,,6.7,6.3,7.2,65.0,79.0
2016,HSDA-11,Interior,East Kootenay,65-79,T,Asthma 1+,512.8,390.3,661.4,10.2,9.6,10.8,65.0,79.0
2016,HSDA-11,Interior,East Kootenay,80+,F,"Asthma, Episodic 1+",,,,7.8,6.6,9.1,80.0,
2016,HSDA-11,Interior,East Kootenay,80+,F,Asthma 1+,752.3,411.3,1262.2,12.5,11.0,14.1,80.0,
2016,HSDA-11,Interior,East Kootenay,80+,M,"Asthma, Episodic 1+",,,,7.2,5.9,8.6,80.0,
2016,HSDA-11,Interior,East Kootenay,80+,M,Asthma 1+,538.7,232.6,1061.5,11.2,9.6,12.9,80.0,
2016,HSDA-11,Interior,East Kootenay,80+,T,"Asthma, Episodic 1+",,,,7.5,6.6,8.4,80.0,
2016,HSDA-11,Interior,East Kootenay,80+,T,Asthma 1+,657.3,411.9,995.2,11.9,10.8,13.1,80.0,
2016,HSDA-11,Interior,East Kootenay,Total,F,Asthma 1+,575.8,499.8,660.0,11.1,10.8,11.4,,
2016,HSDA-11,Interior,East Kootenay,Total,F,"Asthma, Episodic 1+",,,,5.8,5.6,6.1,,
2016,HSDA-11,Interior,East Kootenay,Total,M,"Asthma, Episodic 1+",,,,4.5,4.3,4.7,,
2016,HSDA-11,Interior,East Kootenay,Total,M,Asthma 1+,563.4,489.1,645.8,9.4,9.1,9.7,,
2016,HSDA-11,Interior,East Kootenay,Total,T,"Asthma, Episodic 1+",,,,5.2,5.0,5.3,,
2016,HSDA-11,Interior,East Kootenay,Total,T,Asthma 1+,569.5,515.8,627.2,10.3,10.0,10.5,,
2016,HSDA-12,Interior,Kootenay Boundary,1-19,F,Asthma 1+,727.1,530.3,972.9,9.1,8.4,9.9,1.0,19.0
2016,HSDA-12,Interior,Kootenay Boundary,1-19,F,"Asthma, Episodic 1+",,,,3.3,2.9,3.8,1.0,19.0
2016,HSDA-12,Interior,Kootenay Boundary,1-19,M,"Asthma, Episodic 1+",,,,3.8,3.4,4.3,1.0,19.0
2016,HSDA-12,Interior,Kootenay Boundary,1-19,M,Asthma 1+,545.0,379.6,758.0,12.5,11.7,13.4,1.0,19.0
2016,HSDA-12,Interior,Kootenay Boundary,1-19,T,"Asthma, Episodic 1+",,,,3.6,3.3,3.9,1.0,19.0
2016,HSDA-12,Interior,Kootenay Boundary,1-19,T,Asthma 1+,634.4,503.0,789.5,10.9,10.4,11.5,1.0,19.0
2016,HSDA-12,Interior,Kootenay Boundary,20-34,F,Asthma 1+,406.5,251.6,621.4,14.1,13.1,15.1,20.0,34.0
2016,HSDA-12,Interior,Kootenay Boundary,20-34,F,"Asthma, Episodic 1+",,,,4.1,3.6,4.6,20.0,34.0
2016,HSDA-12,Interior,Kootenay Boundary,20-34,M,Asthma 1+,260.8,142.6,437.6,14.2,13.3,15.2,20.0,34.0
2016,HSDA-12,Interior,Kootenay Boundary,20-34,M,"Asthma, Episodic 1+",,,,3.2,2.7,3.6,20.0,34.0
2016,HSDA-12,Interior,Kootenay Boundary,20-34,T,Asthma 1+,332.3,231.4,462.1,14.1,13.5,14.8,20.0,34.0
2016,HSDA-12,Interior,Kootenay Boundary,20-34,T,"Asthma, Episodic 1+",,,,3.6,3.3,4.0,20.0,34.0
2016,HSDA-12,Interior,Kootenay Boundary,35-49,F,Asthma 1+,430.2,285.9,621.8,13.0,12.2,13.9,35.0,49.0
2016,HSDA-12,Interior,Kootenay Boundary,35-49,F,"Asthma, Episodic 1+",,,,5.9,5.4,6.5,35.0,49.0
2016,HSDA-12,Interior,Kootenay Boundary,35-49,M,"Asthma, Episodic 1+",,,,3.9,3.5,4.4,35.0,49.0
2016,HSDA-12,Interior,Kootenay Boundary,35-49,M,Asthma 1+,276.1,166.2,431.2,8.2,7.6,8.9,35.0,49.0
2016,HSDA-12,Interior,Kootenay Boundary,35-49,T,Asthma 1+,351.0,257.9,466.8,10.6,10.1,11.1,35.0,49.0
2016,HSDA-12,Interior,Kootenay Boundary,35-49,T,"Asthma, Episodic 1+",,,,4.9,4.6,5.3,35.0,49.0
2016,HSDA-12,Interior,Kootenay Boundary,50-64,F,"Asthma, Episodic 1+",,,,7.0,6.5,7.6,50.0,64.0
2016,HSDA-12,Interior,Kootenay Boundary,50-64,F,Asthma 1+,643.9,489.0,832.4,12.4,11.7,13.1,50.0,64.0
2016,HSDA-12,Interior,Kootenay Boundary,50-64,M,Asthma 1+,376.2,262.1,523.2,7.2,6.7,7.8,50.0,64.0
2016,HSDA-12,Interior,Kootenay Boundary,50-64,M,"Asthma, Episodic 1+",,,,4.4,4.0,4.8,50.0,64.0
2016,HSDA-12,Interior,Kootenay Boundary,50-64,T,"Asthma, Episodic 1+",,,,5.7,5.4,6.0,50.0,64.0
2016,HSDA-12,Interior,Kootenay Boundary,50-64,T,Asthma 1+,507.9,410.0,622.2,9.8,9.4,10.3,50.0,64.0
2016,HSDA-12,Interior,Kootenay Boundary,65-79,F,"Asthma, Episodic 1+",,,,9.0,8.3,9.8,65.0,79.0
2016,HSDA-12,Interior,Kootenay Boundary,65-79,F,Asthma 1+,660.5,469.6,902.9,14.7,13.8,15.6,65.0,79.0
2016,HSDA-12,Interior,Kootenay Boundary,65-79,M,Asthma 1+,578.6,407.4,797.5,9.0,8.3,9.7,65.0,79.0
2016,HSDA-12,Interior,Kootenay Boundary,65-79,M,"Asthma, Episodic 1+",,,,6.0,5.5,6.6,65.0,79.0
2016,HSDA-12,Interior,Kootenay Boundary,65-79,T,Asthma 1+,617.9,486.8,773.4,11.8,11.2,12.4,65.0,79.0
2016,HSDA-12,Interior,Kootenay Boundary,65-79,T,"Asthma, Episodic 1+",,,,7.5,7.1,8.0,65.0,79.0
2016,HSDA-12,Interior,Kootenay Boundary,80+,F,"Asthma, Episodic 1+",,,,9.3,8.1,10.6,80.0,
2016,HSDA-12,Interior,Kootenay Boundary,80+,F,Asthma 1+,539.0,269.0,964.3,15.5,13.9,17.1,80.0,
2016,HSDA-12,Interior,Kootenay Boundary,80+,M,Asthma 1+,699.7,349.3,1252.0,13.3,11.7,15.1,80.0,
2016,HSDA-12,Interior,Kootenay Boundary,80+,M,"Asthma, Episodic 1+",,,,8.8,7.5,10.3,80.0,
2016,HSDA-12,Interior,Kootenay Boundary,80+,T,"Asthma, Episodic 1+",,,,9.1,8.2,10.0,80.0,
2016,HSDA-12,Interior,Kootenay Boundary,80+,T,Asthma 1+,608.9,381.6,921.9,14.5,13.4,15.7,80.0,
2016,HSDA-12,Interior,Kootenay Boundary,Total,F,Asthma 1+,580.2,502.9,666.0,12.8,12.4,13.1,,
2016,HSDA-12,Interior,Kootenay Boundary,Total,F,"Asthma, Episodic 1+",,,,6.2,6.0,6.5,,
2016,HSDA-12,Interior,Kootenay Boundary,Total,M,"Asthma, Episodic 1+",,,,4.5,4.3,4.7,,
2016,HSDA-12,Interior,Kootenay Boundary,Total,M,Asthma 1+,420.1,355.8,492.7,10.1,9.8,10.4,,
2016,HSDA-12,Interior,Kootenay Boundary,Total,T,"Asthma, Episodic 1+",,,,5.4,5.2,5.5,,
2016,HSDA-12,Interior,Kootenay Boundary,Total,T,Asthma 1+,498.9,448.2,553.8,11.4,11.2,11.7,,
2016,HSDA-13,Interior,Okanagan,1-19,F,Asthma 1+,948.5,840.3,1066.9,10.4,10.1,10.8,1.0,19.0
2016,HSDA-13,Interior,Okanagan,1-19,F,"Asthma, Episodic 1+",,,,4.1,3.9,4.3,1.0,19.0
2016,HSDA-13,Interior,Okanagan,1-19,M,Asthma 1+,1036.0,922.1,1160.1,14.3,13.9,14.7,1.0,19.0
2016,HSDA-13,Interior,Okanagan,1-19,M,"Asthma, Episodic 1+",,,,5.3,5.1,5.6,1.0,19.0
2016,HSDA-13,Interior,Okanagan,1-19,T,"Asthma, Episodic 1+",,,,4.7,4.5,4.9,1.0,19.0
2016,HSDA-13,Interior,Okanagan,1-19,T,Asthma 1+,992.0,912.8,1076.3,12.4,12.1,12.7,1.0,19.0
2016,HSDA-13,Interior,Okanagan,20-34,F,"Asthma, Episodic 1+",,,,4.6,4.4,4.8,20.0,34.0
2016,HSDA-13,Interior,Okanagan,20-34,F,Asthma 1+,480.7,401.3,571.1,16.2,15.8,16.7,20.0,34.0
2016,HSDA-13,Interior,Okanagan,20-34,M,Asthma 1+,344.8,278.3,422.3,16.1,15.6,16.5,20.0,34.0
2016,HSDA-13,Interior,Okanagan,20-34,M,"Asthma, Episodic 1+",,,,3.3,3.1,3.5,20.0,34.0
2016,HSDA-13,Interior,Okanagan,20-34,T,"Asthma, Episodic 1+",,,,4.0,3.8,4.1,20.0,34.0
2016,HSDA-13,Interior,Okanagan,20-34,T,Asthma 1+,412.5,360.1,470.5,16.1,15.8,16.5,20.0,34.0
2016,HSDA-13,Interior,Okanagan,35-49,F,Asthma 1+,662.4,570.1,765.3,14.9,14.5,15.3,35.0,49.0
2016,HSDA-13,Interior,Okanagan,35-49,F,"Asthma, Episodic 1+",,,,6.9,6.6,7.2,35.0,49.0
2016,HSDA-13,Interior,Okanagan,35-49,M,"Asthma, Episodic 1+",,,,4.4,4.2,4.7,35.0,49.0
2016,HSDA-13,Interior,Okanagan,35-49,M,Asthma 1+,355.1,289.9,430.7,9.4,9.1,9.7,35.0,49.0
