"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","British Columbia","2016A000259","85 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173741","10.86.1.3","0.06428","","","","5"
"2021","British Columbia","2016A000259","85 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173741","10.86.1.3","0.06620","","","","5"
"2022","British Columbia","2016A000259","85 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173741","10.86.1.3","0.06777","","","","5"
"2012","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07579","","","","5"
"2013","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07546","","","","5"
"2014","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07408","","","","5"
"2015","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07614","","","","5"
"2016","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07487","","","","5"
"2017","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07565","","","","5"
"2018","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07308","","","","5"
"2019","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07180","","","","5"
"2020","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07220","","","","5"
"2021","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07408","","","","5"
"2022","British Columbia","2016A000259","86 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173768","10.87.1.3","0.07627","","","","5"
"2012","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08493","","","","5"
"2013","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08438","","","","5"
"2014","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08284","","","","5"
"2015","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08526","","","","5"
"2016","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08397","","","","5"
"2017","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08516","","","","5"
"2018","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08202","","","","5"
"2019","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08074","","","","5"
"2020","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08121","","","","5"
"2021","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08301","","","","5"
"2022","British Columbia","2016A000259","87 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173795","10.88.1.3","0.08597","","","","5"
"2012","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09528","","","","5"
"2013","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09443","","","","5"
"2014","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09271","","","","5"
"2015","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09555","","","","5"
"2016","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09428","","","","5"
"2017","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09598","","","","5"
"2018","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09216","","","","5"
"2019","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09092","","","","5"
"2020","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09147","","","","5"
"2021","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09315","","","","5"
"2022","British Columbia","2016A000259","88 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173822","10.89.1.3","0.09706","","","","5"
"2012","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10699","","","","5"
"2013","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10577","","","","5"
"2014","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10384","","","","5"
"2015","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10716","","","","5"
"2016","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10597","","","","5"
"2017","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10833","","","","5"
"2018","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10368","","","","5"
"2019","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10250","","","","5"
"2020","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10318","","","","5"
"2021","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10467","","","","5"
"2022","British Columbia","2016A000259","89 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173849","10.90.1.3","0.10975","","","","5"
"2012","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.12026","","","","5"
"2013","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11857","","","","5"
"2014","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11641","","","","5"
"2015","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.12028","","","","5"
"2016","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11923","","","","5"
"2017","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.12243","","","","5"
"2018","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11677","","","","5"
"2019","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11570","","","","5"
"2020","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11657","","","","5"
"2021","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.11778","","","","5"
"2022","British Columbia","2016A000259","90 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173876","10.91.1.3","0.12430","","","","5"
"2012","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13492","","","","5"
"2013","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13268","","","","5"
"2014","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13027","","","","5"
"2015","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13477","","","","5"
"2016","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13392","","","","5"
"2017","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13809","","","","5"
"2018","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13128","","","","5"
"2019","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13036","","","","5"
"2020","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13144","","","","5"
"2021","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.13232","","","","5"
"2022","British Columbia","2016A000259","91 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173903","10.92.1.3","0.14051","","","","5"
"2012","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.15067","","","","5"
"2013","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14783","","","","5"
"2014","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14517","","","","5"
"2015","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.15032","","","","5"
"2016","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14971","","","","5"
"2017","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.15495","","","","5"
"2018","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14691","","","","5"
"2019","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14616","","","","5"
"2020","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14744","","","","5"
"2021","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.14793","","","","5"
"2022","British Columbia","2016A000259","92 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173930","10.93.1.3","0.15800","","","","5"
"2012","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16746","","","","5"
"2013","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16400","","","","5"
"2014","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16107","","","","5"
"2015","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16692","","","","5"
"2016","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16658","","","","5"
"2017","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.17296","","","","5"
"2018","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16364","","","","5"
"2019","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16305","","","","5"
"2020","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16454","","","","5"
"2021","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.16461","","","","5"
"2022","British Columbia","2016A000259","93 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173957","10.94.1.3","0.17672","","","","5"
"2012","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18526","","","","5"
"2013","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18116","","","","5"
"2014","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.17795","","","","5"
"2015","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18453","","","","5"
"2016","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18448","","","","5"
"2017","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.19208","","","","5"
"2018","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18141","","","","5"
"2019","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18100","","","","5"
"2020","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18268","","","","5"
"2021","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.18229","","","","5"
"2022","British Columbia","2016A000259","94 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173984","10.95.1.3","0.19662","","","","5"
"2012","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.20309","","","","5"
"2013","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.19879","","","","5"
"2014","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.19502","","","","5"
"2015","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.20254","","","","5"
"2016","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.20156","","","","5"
"2017","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.20969","","","","5"
"2018","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.19919","","","","5"
"2019","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.19671","","","","5"
"2020","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.19763","","","","5"
"2021","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.19888","","","","5"
"2022","British Columbia","2016A000259","95 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174011","10.96.1.3","0.21767","","","","5"
"2012","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.22196","","","","5"
"2013","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.21741","","","","5"
"2014","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.21335","","","","5"
"2015","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.22161","","","","5"
"2016","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.22085","","","","5"
"2017","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.22995","","","","5"
"2018","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.21843","","","","5"
"2019","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.21578","","","","5"
"2020","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.21646","","","","5"
"2021","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.21758","","","","5"
"2022","British Columbia","2016A000259","96 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174038","10.97.1.3","0.23904","","","","5"
"2012","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.24167","","","","5"
"2013","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.23689","","","","5"
"2014","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.23255","","","","5"
"2015","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.24153","","","","5"
"2016","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.24104","","","","5"
"2017","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.25109","","","","5"
"2018","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.23859","","","","5"
"2019","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.23578","","","","5"
"2020","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.23617","","","","5"
"2021","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.23714","","","","5"
"2022","British Columbia","2016A000259","97 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174065","10.98.1.3","0.26129","","","","5"
"2012","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.26209","","","","5"
"2013","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.25712","","","","5"
"2014","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.25251","","","","5"
"2015","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.26219","","","","5"
"2016","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.26198","","","","5"
"2017","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.27296","","","","5"
"2018","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.25952","","","","5"
"2019","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.25657","","","","5"
"2020","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.25665","","","","5"
"2021","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.25746","","","","5"
"2022","British Columbia","2016A000259","98 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174092","10.99.1.3","0.28423","","","","5"
"2012","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.28309","","","","5"
"2013","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.27795","","","","5"
"2014","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.27311","","","","5"
"2015","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.28344","","","","5"
"2016","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.28353","","","","5"
"2017","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.29538","","","","5"
"2018","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.28109","","","","5"
"2019","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.27802","","","","5"
"2020","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.27776","","","","5"
"2021","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.27838","","","","5"
"2022","British Columbia","2016A000259","99 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174119","10.100.1.3","0.30766","","","","5"
"2012","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.30451","","","","5"
"2013","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.29924","","","","5"
"2014","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.29420","","","","5"
"2015","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.30512","","","","5"
"2016","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.30551","","","","5"
"2017","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.31815","","","","5"
"2018","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.30311","","","","5"
"2019","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.29994","","","","5"
"2020","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.29934","","","","5"
"2021","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.29977","","","","5"
"2022","British Columbia","2016A000259","100 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174146","10.101.1.3","0.33135","","","","5"
"2012","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32617","","","","5"
"2013","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32082","","","","5"
"2014","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.31561","","","","5"
"2015","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32703","","","","5"
"2016","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32774","","","","5"
"2017","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.34107","","","","5"
"2018","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32541","","","","5"
"2019","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32216","","","","5"
"2020","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32121","","","","5"
"2021","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.32143","","","","5"
"2022","British Columbia","2016A000259","101 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174173","10.102.1.3","0.35505","","","","5"
"2012","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34789","","","","5"
